V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,class,target
11.62,46.35,31.51,9.03,44.13,20.03,36.73,30.94,4.53,13.40,36.40,2.48,4.52,5.32,15.11,14.97,23.39,14.16,7.42,15.72,15.27,7.55,13.45,6.23,4.27,13.15,7.37,10.52,27.42,15.01,16.84,nan,3.08,30.37,15.94,17.59,5,0.5077
nan,50.38,35.08,12.70,nan,34.88,55.92,32.90,3.29,44.43,35.79,3.37,5.05,3.64,10.77,18.99,10.88,9.97,7.20,14.25,6.89,36.23,12.65,6.49,3.83,11.34,25.41,15.65,9.54,18.16,20.11,nan,3.36,21.54,6.67,19.47,3,0.5449
9.91,59.12,29.73,9.75,26.85,37.30,31.53,31.50,5.14,28.22,50.21,5.99,2.79,4.04,9.83,15.09,14.46,13.76,11.49,nan,23.17,21.22,12.18,6.24,3.63,10.53,14.21,12.36,22.03,9.75,16.34,10.40,3.55,15.47,9.59,17.18,5,0.5160
16.48,38.69,30.69,10.98,19.12,27.14,52.70,19.47,4.64,27.22,40.56,3.93,2.31,4.30,5.57,16.82,nan,9.97,10.87,10.99,12.88,16.41,nan,5.65,3.95,7.64,17.67,7.81,10.23,13.20,21.13,12.62,3.64,nan,12.82,13.54,1,0.4758
14.94,50.32,40.39,13.37,24.55,33.19,37.87,35.30,3.98,nan,24.37,3.82,2.93,4.21,8.95,17.82,24.27,12.50,nan,16.80,10.12,17.19,12.35,8.04,3.32,9.89,15.73,8.54,16.09,12.65,23.73,8.05,3.22,20.47,7.97,16.62,1,0.4912
7.16,51.19,34.66,nan,19.40,41.40,31.93,34.17,3.65,31.25,42.64,3.32,nan,3.78,9.98,14.78,15.06,7.48,11.57,13.90,nan,32.48,12.87,3.19,3.27,10.42,12.50,nan,22.75,6.78,17.15,12.77,2.52,18.66,9.98,13.47,2,0.4987
2.80,55.74,31.41,9.68,21.59,38.33,31.10,6.68,5.02,28.34,43.40,5.87,3.77,2.56,5.70,9.47,24.09,13.71,12.58,8.36,25.16,4.74,13.19,11.71,nan,4.79,11.88,1.45,19.27,14.17,22.51,19.01,2.90,26.49,5.66,22.58,3,0.4878
8.94,38.62,39.30,7.52,nan,29.72,29.88,nan,4.68,24.11,41.94,0.20,3.69,4.14,9.95,8.83,18.00,8.79,9.09,nan,15.77,27.07,10.76,13.63,2.49,15.09,18.70,8.59,44.50,15.62,15.90,16.56,4.02,12.43,12.64,19.70,0,0.5245
6.54,nan,37.55,7.25,22.76,32.45,31.46,26.65,4.62,32.03,40.71,4.04,1.17,2.77,10.00,14.53,16.76,7.87,11.02,12.60,14.01,30.04,11.71,9.81,4.73,10.61,16.37,11.78,27.47,15.22,17.74,14.58,nan,19.36,4.84,13.19,4,0.4872
9.19,55.07,13.86,7.99,34.56,46.76,51.62,8.01,3.51,37.20,21.39,3.65,5.07,5.26,13.83,22.97,22.44,8.09,9.64,8.06,6.99,15.15,11.58,7.33,2.01,1.59,4.42,21.15,27.86,12.39,23.80,24.37,4.02,24.88,14.55,26.64,2,0.5426
7.94,42.41,38.45,7.27,22.87,30.45,27.15,31.01,3.52,27.21,40.19,1.66,nan,5.30,7.39,12.65,17.26,9.74,9.20,12.67,16.33,28.75,8.21,8.23,4.14,13.45,13.24,9.92,29.91,12.78,18.22,10.40,3.79,18.58,6.78,14.35,4,0.4781
11.27,64.53,21.78,9.89,27.67,39.88,29.04,33.48,2.76,26.17,35.28,4.65,2.17,2.86,9.41,15.35,21.57,15.28,nan,16.30,16.49,24.83,14.28,12.25,3.55,8.70,23.30,17.78,21.12,7.92,17.90,12.67,4.83,14.36,15.23,17.02,4,0.5178
14.14,51.93,42.72,5.18,43.82,27.49,10.06,53.56,5.24,28.56,48.92,5.81,2.48,4.07,18.93,6.68,18.70,9.70,16.42,19.43,11.87,26.91,15.14,8.89,3.74,19.54,16.04,18.53,63.04,9.03,12.19,13.14,3.73,12.98,11.65,20.52,3,0.5835
16.56,45.11,42.11,11.04,23.28,35.26,33.14,34.47,5.74,28.08,52.67,3.33,3.51,2.56,10.08,14.43,10.78,4.66,15.71,12.90,17.93,28.87,13.70,8.59,2.86,12.70,13.67,12.63,39.28,9.20,nan,nan,0.86,14.74,6.00,11.54,0,0.5225
11.11,51.72,41.83,8.99,34.49,35.12,23.89,39.70,3.84,20.15,47.56,5.47,3.84,3.58,11.29,15.00,16.08,12.49,14.74,16.59,17.24,19.46,10.71,11.06,2.12,13.74,12.45,9.78,42.32,10.39,13.08,12.06,3.76,14.53,9.09,20.49,5,0.5429
8.59,54.70,54.42,nan,24.37,47.46,55.10,45.52,5.05,33.33,48.89,2.31,3.16,3.96,9.55,21.11,9.73,10.41,14.97,17.03,10.78,50.85,16.13,4.21,2.57,21.36,17.98,9.87,19.21,nan,22.57,19.30,3.91,9.58,12.00,14.05,2,0.5981
15.77,46.16,35.56,9.75,23.68,nan,44.82,19.72,3.30,31.92,62.85,2.81,4.47,2.01,8.35,7.59,10.67,10.13,10.36,5.97,25.69,21.73,10.43,6.10,1.77,12.80,23.18,11.61,20.39,15.45,23.43,14.11,1.77,16.11,13.42,9.30,1,0.5117
10.11,49.86,42.88,9.10,5.82,31.97,25.00,nan,2.74,24.62,nan,2.43,5.59,1.86,8.61,13.43,20.91,7.68,9.06,20.47,17.95,21.23,7.57,5.29,3.65,11.23,21.35,11.23,31.74,8.61,18.54,20.89,2.61,23.14,7.01,15.37,4,0.4881
11.87,40.37,32.46,8.17,31.68,28.37,42.40,30.58,3.64,34.63,54.79,4.22,4.66,3.09,10.44,13.88,12.39,7.00,9.34,9.70,15.31,33.59,14.28,6.75,1.66,16.84,14.67,13.65,31.94,12.32,13.62,15.42,3.95,19.07,12.04,12.61,0,0.5273
8.69,52.04,39.13,11.40,32.46,35.64,38.62,35.59,5.63,25.48,54.34,3.92,4.17,5.19,nan,17.07,12.86,12.74,13.52,13.86,14.40,22.35,nan,8.17,4.80,11.22,16.83,10.51,25.15,9.46,15.32,nan,3.82,16.15,12.34,18.26,0,0.5465
8.33,40.02,40.33,9.90,29.52,43.99,29.65,43.39,1.45,40.28,38.53,5.07,4.33,2.46,5.63,9.72,21.43,7.03,16.67,17.16,8.67,45.44,18.95,3.83,2.58,22.98,17.43,13.63,42.42,10.88,15.24,12.97,4.49,15.12,18.84,16.59,3,0.5673
9.15,53.43,27.05,9.19,15.81,30.20,31.71,12.40,3.32,30.70,43.55,2.09,5.22,2.65,7.04,5.67,23.19,12.98,9.81,9.51,24.05,6.72,12.59,8.47,4.38,nan,11.47,7.23,25.68,nan,24.72,21.72,2.42,23.47,4.24,19.89,3,0.4769
nan,41.54,28.51,9.76,34.67,30.58,40.64,38.48,3.97,35.75,43.34,4.38,3.37,4.28,7.30,13.37,nan,8.67,8.37,14.08,15.79,31.80,15.43,7.25,3.46,11.97,13.57,11.14,29.36,11.20,10.32,11.54,4.01,16.55,7.00,19.14,5,0.5087
14.87,49.29,19.41,5.49,15.89,42.22,19.23,25.86,3.44,28.16,45.76,3.56,1.67,4.57,9.26,15.73,24.21,10.49,15.04,11.47,15.89,23.55,13.58,11.76,6.13,8.71,11.77,20.50,50.80,9.84,12.81,15.03,4.58,8.32,12.69,13.48,2,0.5163
nan,51.57,37.82,8.82,29.28,38.10,24.32,39.41,1.81,29.10,40.02,3.81,3.83,3.95,nan,9.53,15.40,6.31,12.27,16.08,20.71,30.54,15.35,5.79,3.92,14.01,8.16,12.55,42.88,nan,16.07,9.24,3.49,15.86,8.16,18.19,5,0.5253
5.54,48.11,30.34,3.66,9.01,26.44,24.33,14.14,4.04,34.92,44.79,4.59,4.04,3.34,7.02,nan,23.23,13.23,10.10,12.48,22.71,10.38,7.57,3.01,2.38,5.57,12.57,10.53,29.54,16.79,23.00,22.27,3.66,25.10,3.75,19.30,3,0.4666
13.08,51.18,32.41,11.73,41.44,32.12,48.60,27.06,4.62,34.38,56.18,5.17,3.65,2.64,8.61,12.32,12.81,13.02,12.06,5.96,17.72,26.32,16.61,10.35,2.93,16.90,17.56,nan,22.65,13.49,18.30,14.15,3.27,16.92,13.76,nan,1,0.5630
14.44,53.26,30.95,8.24,15.09,30.37,44.66,30.28,2.82,31.47,56.70,2.90,3.56,3.86,11.40,17.58,18.92,12.80,11.76,13.33,16.71,22.01,nan,5.81,3.90,10.31,20.13,10.64,19.02,12.69,17.76,19.53,3.63,14.35,8.06,16.09,0,0.5182
8.43,52.19,28.03,6.52,35.39,26.68,30.15,42.59,2.34,24.87,40.95,2.81,nan,2.53,12.68,13.39,12.24,12.19,5.92,18.32,17.95,31.23,15.49,7.64,4.70,9.09,15.72,13.08,18.21,7.01,11.73,6.24,5.04,18.12,nan,14.74,5,0.4777
6.94,63.03,47.19,nan,26.51,45.03,39.61,31.36,4.58,34.22,37.20,3.67,4.61,2.46,11.30,nan,14.12,7.32,11.75,13.59,15.52,32.70,11.08,6.86,2.44,15.15,19.85,8.76,nan,9.17,23.88,8.91,4.07,20.42,6.28,22.00,2,0.5352
10.86,41.36,39.88,10.16,nan,nan,35.24,40.25,nan,21.24,43.61,3.42,3.51,3.69,10.79,13.65,16.41,8.15,8.76,15.69,16.61,30.27,12.67,8.69,3.38,14.26,13.00,7.61,32.69,12.54,15.68,13.05,2.23,12.88,8.21,15.04,4,0.5010
nan,27.33,38.77,12.19,46.40,17.47,19.34,55.91,4.90,5.21,54.14,6.03,4.51,2.63,14.20,10.57,20.90,8.09,3.44,13.44,14.49,31.19,13.70,12.21,3.36,28.32,9.95,5.70,43.27,9.14,1.91,6.59,3.83,20.25,14.88,6.73,4,0.4856
12.67,nan,48.03,nan,16.30,38.00,62.16,14.72,3.99,40.32,37.50,2.42,4.55,4.14,3.62,18.92,7.85,2.50,10.62,17.85,11.62,39.05,13.13,10.64,5.22,8.34,17.44,7.14,24.12,12.54,24.37,21.49,2.58,23.39,6.84,20.34,3,0.5381
14.88,47.50,40.40,9.39,29.65,25.92,31.18,38.00,3.45,30.84,55.74,1.50,2.19,3.12,9.25,nan,15.31,11.84,12.47,13.38,15.04,22.09,9.71,7.27,3.52,15.42,21.07,11.63,36.14,8.69,18.06,16.26,2.50,16.20,11.55,18.68,1,0.5368
7.88,nan,32.05,9.34,34.10,37.23,28.03,31.44,2.91,31.94,31.82,4.89,4.58,1.65,14.66,16.13,23.77,6.89,11.67,11.40,10.37,19.41,11.39,9.66,2.24,12.13,nan,13.55,29.41,14.10,17.15,11.59,3.00,18.53,7.02,22.35,1,0.5092
15.33,34.55,37.50,14.66,33.04,26.55,32.61,35.20,4.23,25.66,54.60,2.12,3.06,3.83,8.17,nan,13.16,7.33,12.60,9.63,18.32,22.11,11.42,8.26,1.82,16.55,12.57,13.12,44.84,15.03,11.59,14.54,3.19,nan,7.46,9.28,0,0.5200
11.64,61.15,35.70,8.17,36.20,36.39,35.77,34.60,4.83,37.44,51.93,3.02,nan,2.23,10.20,13.29,10.93,12.53,10.05,nan,16.35,31.50,10.62,nan,4.81,16.28,18.58,16.23,37.71,9.63,18.54,19.02,2.63,14.37,9.59,22.24,1,0.5807
8.27,54.90,40.21,11.80,30.00,40.08,31.36,37.00,4.49,30.02,38.81,3.82,2.11,2.99,12.91,17.87,16.31,nan,12.75,13.41,13.99,32.62,14.18,9.06,1.05,15.05,18.91,14.47,23.97,13.57,17.20,nan,4.05,17.42,5.86,13.13,4,0.5240
6.14,21.02,20.37,nan,25.19,22.81,22.88,39.73,2.60,14.51,47.09,1.98,4.05,2.60,12.95,8.85,25.97,11.25,8.72,9.06,nan,14.36,11.79,nan,5.53,4.93,6.38,7.35,39.00,13.73,7.52,nan,3.70,8.54,6.91,11.43,5,0.4267
8.69,10.88,25.90,7.66,27.33,10.55,18.65,45.39,5.16,13.47,58.23,2.96,nan,4.00,13.26,7.65,25.47,11.27,7.76,8.21,7.53,15.43,7.74,11.12,nan,11.22,9.30,5.01,46.64,12.86,4.39,18.35,3.13,7.60,7.61,11.96,5,0.4230
13.10,48.92,35.98,5.86,36.13,27.37,29.14,30.64,3.81,30.63,nan,2.32,3.92,4.30,13.28,9.76,14.75,10.81,12.35,11.08,15.11,26.78,12.83,13.08,3.87,14.15,14.28,15.77,47.06,13.52,17.43,18.13,nan,14.76,9.44,15.46,0,0.5517
4.67,nan,nan,8.07,26.11,34.46,18.38,41.64,3.89,15.28,50.89,2.08,3.89,3.80,22.43,14.86,23.91,6.99,8.79,14.95,17.87,22.07,12.40,4.95,2.25,17.78,12.38,8.28,27.03,3.38,16.70,12.69,3.15,22.76,11.52,17.21,5,0.5018
12.54,12.08,19.69,7.19,20.62,4.58,34.94,44.26,3.08,20.11,60.35,3.49,3.40,3.74,12.97,11.54,23.09,13.41,6.93,9.17,4.85,20.06,13.88,8.68,2.28,7.06,13.04,7.09,29.14,15.28,5.07,20.10,2.20,7.74,5.40,7.20,5,0.4108
nan,28.58,21.27,nan,14.58,18.39,38.38,25.95,2.69,32.99,72.97,4.57,4.58,3.64,nan,8.42,17.75,10.46,11.91,7.67,16.77,20.15,13.67,nan,1.79,9.08,14.72,10.18,45.80,10.80,11.19,22.31,5.00,6.00,nan,15.25,1,0.4998
11.99,27.70,25.93,nan,17.18,17.32,25.47,nan,2.42,10.69,49.13,3.00,3.86,1.53,12.51,9.11,26.78,16.38,10.42,12.27,11.08,14.06,12.46,10.61,2.44,4.70,9.32,9.58,36.83,16.86,14.16,22.30,4.53,6.49,7.50,6.31,5,0.4433
15.03,nan,38.72,8.88,17.60,nan,41.12,31.07,4.62,29.18,56.95,3.22,5.11,2.31,14.86,19.93,16.69,nan,17.18,13.31,15.87,17.06,15.47,4.34,3.48,8.49,15.44,10.90,19.99,9.42,19.62,16.89,4.44,16.24,6.18,17.92,0,0.5368
11.12,44.35,51.94,13.14,27.50,25.66,34.79,56.02,2.66,32.15,90.12,5.51,3.26,2.93,12.63,8.00,9.65,12.87,15.66,8.97,11.69,41.79,16.75,7.82,3.00,25.84,17.39,5.22,nan,4.19,10.82,24.63,nan,8.13,7.35,10.45,0,0.5833
9.70,39.93,44.79,12.34,34.35,29.40,63.68,32.06,3.30,31.90,43.36,3.80,4.20,4.77,11.66,20.54,8.89,4.47,nan,nan,8.15,28.82,10.99,5.58,4.34,nan,21.24,7.21,13.37,12.57,17.86,21.88,2.97,25.27,10.74,21.40,3,0.5349
12.10,51.29,28.67,10.37,nan,33.74,34.97,33.36,3.46,27.49,27.44,4.00,1.64,2.09,10.11,16.08,24.38,12.22,9.78,12.39,11.15,21.23,13.88,6.52,3.74,11.70,14.29,12.15,17.60,11.38,20.72,7.03,3.99,20.42,10.10,18.60,1,0.4897
12.40,38.99,38.12,11.00,35.41,25.98,37.14,50.06,3.20,nan,43.35,5.94,5.52,3.32,11.29,13.85,18.31,11.82,10.16,14.48,11.00,31.84,14.24,4.21,3.59,20.08,16.20,10.37,nan,14.74,14.75,9.33,3.42,13.27,11.38,14.97,4,0.5221
7.81,11.57,43.90,11.00,51.10,18.89,17.40,55.59,3.62,8.02,33.45,1.87,4.15,6.32,14.04,10.77,25.27,5.43,9.20,13.37,0.00,34.32,nan,10.31,5.83,26.48,7.42,8.68,48.09,12.06,6.59,3.09,4.47,20.44,18.82,6.67,4,0.4738
4.15,42.99,38.59,7.04,54.31,35.19,21.62,35.32,1.24,21.71,nan,3.27,4.07,4.14,16.68,11.29,12.92,9.65,16.72,14.37,15.11,18.17,10.82,13.38,2.07,9.59,11.67,11.59,47.75,13.71,10.61,12.37,4.16,13.59,15.42,22.40,0,0.5451
10.15,65.53,30.33,6.90,11.52,42.53,nan,nan,3.06,28.76,42.86,3.66,3.70,5.02,13.65,17.97,29.96,13.49,14.26,7.26,10.34,12.11,10.08,5.44,4.82,7.40,9.61,13.88,19.94,4.60,30.50,22.64,3.41,24.76,nan,19.77,2,0.5239
nan,59.72,30.65,10.49,27.64,40.33,31.31,28.12,nan,36.96,nan,4.59,4.17,5.00,12.14,15.71,16.92,8.42,11.44,9.90,nan,22.47,nan,3.49,nan,12.91,18.94,16.63,21.11,9.08,18.40,11.84,4.46,22.39,9.71,nan,1,0.5251
10.10,40.37,37.65,10.25,38.21,35.98,28.42,50.33,5.18,38.17,40.70,nan,4.39,2.60,10.25,9.15,17.66,7.60,14.59,16.07,9.81,37.08,17.02,4.87,4.68,19.61,16.34,13.22,43.87,11.39,12.22,11.53,1.72,12.17,11.66,20.72,3,0.5540
5.96,46.25,31.24,10.08,33.17,34.44,27.91,37.43,3.76,30.31,53.53,4.05,3.07,2.55,11.78,12.86,13.15,7.76,8.99,13.40,17.76,29.69,12.88,7.24,2.16,14.69,11.21,14.06,nan,nan,8.40,18.21,nan,20.12,9.88,15.92,0,0.5228
8.72,45.62,36.67,nan,32.98,28.60,57.68,20.99,2.96,37.38,38.26,1.69,6.34,3.76,8.77,nan,9.60,10.09,10.03,16.14,12.01,20.48,10.65,7.06,3.54,5.41,21.57,9.99,11.16,18.70,18.48,18.86,1.16,25.03,6.88,23.23,3,0.5149
6.81,nan,31.84,nan,nan,35.34,25.49,28.01,4.34,22.40,41.37,4.55,nan,3.39,5.57,12.01,16.03,11.86,12.17,15.10,19.51,14.56,10.29,10.99,5.07,8.07,11.85,12.23,37.55,13.22,10.91,16.97,4.54,23.39,9.77,15.19,0,0.5071
15.59,50.64,37.81,10.76,24.70,30.29,34.47,28.70,4.94,31.07,57.68,nan,4.21,4.43,9.37,11.89,15.99,10.60,14.06,10.47,16.53,18.82,11.95,13.00,4.35,11.61,25.64,11.07,nan,11.76,17.54,17.18,3.76,14.02,nan,16.17,1,0.5334
10.51,48.19,38.95,10.43,25.69,36.64,32.18,36.71,4.13,27.62,51.44,4.42,4.81,2.29,8.57,13.75,17.05,10.25,11.31,12.45,18.17,30.70,11.76,8.42,3.56,18.65,17.90,10.40,33.34,12.11,16.13,nan,nan,12.96,11.17,15.33,0,0.5356
13.29,nan,42.70,12.09,27.93,29.77,32.50,45.81,3.69,24.18,43.46,3.82,nan,5.14,10.72,14.37,nan,14.22,11.14,16.53,17.18,24.44,13.26,4.16,4.05,17.31,10.25,10.37,nan,13.28,18.67,12.80,3.21,18.02,3.71,16.84,4,0.5327
6.75,52.01,44.93,8.63,30.43,40.97,30.38,41.44,4.29,38.98,41.24,2.85,3.38,1.30,7.15,14.50,11.54,10.30,12.69,11.49,10.67,46.89,10.86,11.65,3.63,18.38,20.95,11.56,25.99,10.83,19.25,7.35,4.11,9.60,nan,16.85,5,0.5328
8.40,34.32,57.28,5.06,34.33,11.46,28.00,54.21,3.32,31.53,93.67,4.39,4.38,2.54,11.47,10.65,2.92,17.40,15.09,10.91,3.27,43.76,3.22,6.92,2.57,25.66,23.08,12.56,38.13,nan,10.29,24.30,1.00,13.09,15.74,6.70,0,0.5677
15.97,49.16,37.44,12.50,31.61,36.53,51.60,33.86,2.90,17.14,10.07,5.93,3.70,3.19,9.27,22.24,24.16,11.55,8.47,18.85,nan,27.47,15.23,9.86,nan,11.42,11.84,11.14,16.29,16.35,26.41,8.84,4.69,19.77,12.68,nan,1,0.5171
9.59,59.82,35.22,7.20,12.20,34.90,32.03,26.02,3.56,23.38,53.41,4.44,3.69,2.87,9.20,16.24,19.50,12.71,8.80,16.57,23.10,16.39,nan,7.89,3.59,9.53,19.48,7.61,nan,7.84,18.34,18.50,4.70,19.41,9.64,19.99,4,0.5032
4.63,57.96,47.29,9.53,6.63,35.90,20.21,33.35,3.99,17.27,49.71,2.97,3.33,5.26,11.99,15.70,19.99,10.92,10.38,19.18,18.99,24.30,7.88,7.95,2.61,10.34,20.96,nan,20.42,7.70,nan,18.41,4.04,20.76,7.27,10.50,4,0.4817
12.67,50.58,51.71,15.99,32.65,33.59,40.79,57.39,2.48,32.16,74.91,5.27,nan,4.03,8.42,12.30,8.71,13.78,13.15,12.42,9.22,52.06,17.28,10.31,3.04,29.54,17.79,10.72,38.39,6.03,12.87,23.72,2.42,10.15,10.20,8.63,0,0.6170
13.93,45.14,45.32,14.01,41.92,31.72,29.45,42.74,4.44,28.38,58.27,4.03,3.60,3.73,9.94,9.83,15.79,11.38,19.02,12.47,12.11,21.65,16.10,11.43,4.61,18.95,16.92,8.90,44.63,10.16,11.47,15.48,2.96,16.79,9.71,17.69,1,0.5775
11.30,48.91,31.18,11.76,25.15,36.19,35.59,33.94,3.64,28.74,39.80,6.14,4.35,3.65,11.98,19.99,21.21,10.69,11.93,10.58,8.97,22.87,10.23,7.05,3.75,11.62,20.26,15.46,19.49,12.19,17.89,12.79,3.52,16.03,9.27,14.97,1,0.5075
12.38,nan,24.67,7.89,39.07,34.83,50.77,29.69,4.53,31.61,57.77,5.15,4.14,2.27,11.28,22.94,12.13,8.56,11.91,8.22,12.41,29.37,16.57,9.10,2.45,14.83,13.43,11.83,26.55,10.66,6.66,12.50,nan,15.15,nan,17.00,1,0.5390
9.42,42.15,32.21,3.47,30.12,35.62,23.29,31.71,4.70,39.00,47.49,4.73,3.96,2.58,9.70,18.95,17.29,7.01,15.02,13.49,10.35,nan,10.05,9.65,4.43,15.20,21.95,16.96,42.73,12.39,7.68,11.10,5.38,16.90,9.36,20.28,1,0.5264
9.59,18.64,26.40,10.38,27.06,18.89,35.70,39.47,4.41,20.50,nan,5.02,3.51,2.60,13.14,9.15,19.18,11.56,13.81,14.55,5.58,23.07,18.72,12.29,4.10,0.00,9.83,9.70,37.91,18.05,8.93,24.31,6.57,6.56,7.28,7.34,5,0.4623
8.73,42.36,52.11,nan,36.04,28.65,20.84,50.17,4.19,36.54,86.39,2.88,3.74,3.20,5.09,6.36,5.93,17.03,20.01,6.01,8.32,38.67,7.90,10.80,2.90,24.71,15.31,11.01,48.81,3.02,9.58,22.67,nan,nan,8.37,10.42,0,0.5917
7.48,63.77,26.36,5.03,22.15,51.54,39.31,0.00,4.44,31.01,38.25,4.73,3.16,1.06,14.41,27.38,22.53,9.00,12.47,6.40,10.04,10.92,3.87,12.32,3.34,4.91,1.16,19.78,43.63,10.58,24.48,32.11,4.69,25.62,8.67,26.45,2,0.5666
nan,17.45,32.71,4.17,37.05,24.58,57.88,30.76,2.53,33.63,64.73,nan,4.94,2.70,nan,18.62,11.44,3.60,14.29,9.82,nan,29.78,16.75,7.99,1.93,nan,nan,5.74,42.26,15.15,5.21,18.10,3.71,10.36,16.50,20.13,1,0.5391
8.10,45.89,34.86,7.20,18.67,32.42,12.90,nan,4.21,28.16,51.11,5.37,5.72,2.66,7.30,9.14,18.54,10.69,12.25,17.58,nan,28.76,13.31,7.63,4.38,13.83,10.76,13.00,47.41,8.29,9.63,15.59,4.44,18.12,6.63,13.30,0,0.5029
9.45,44.48,39.36,12.11,33.68,40.53,65.45,28.70,4.39,40.79,26.73,3.33,3.83,4.18,7.92,18.65,9.44,4.21,7.76,14.65,5.94,37.77,12.29,9.04,2.89,8.05,22.14,8.54,10.86,12.32,24.05,17.58,2.23,17.00,9.65,25.48,3,0.5363
15.89,47.11,37.11,9.45,32.13,29.04,42.03,33.47,nan,34.55,18.44,2.32,2.54,6.05,6.92,15.91,17.19,9.66,9.37,18.40,7.67,27.22,11.41,7.80,3.36,10.48,18.43,16.20,26.45,16.34,22.97,10.50,2.27,nan,5.62,19.65,1,0.5140
10.68,12.31,48.18,5.28,36.56,17.19,19.05,44.03,5.84,19.74,27.15,2.30,nan,4.00,6.74,8.62,nan,5.87,13.04,18.89,3.49,37.52,14.80,8.25,3.73,24.02,7.57,8.65,51.93,18.10,11.13,3.41,3.81,24.89,14.03,6.68,4,0.4730
8.40,43.62,38.46,9.38,38.70,28.21,38.80,39.25,6.63,31.29,41.76,3.03,3.30,4.11,nan,11.83,15.63,nan,12.14,16.22,11.23,28.31,16.16,8.64,1.69,11.99,nan,11.62,28.42,17.04,16.62,17.13,3.70,15.20,10.30,17.63,1,0.5344
20.04,44.64,33.76,6.90,20.92,22.85,46.76,34.21,4.12,26.83,57.97,3.21,3.04,3.24,11.38,14.56,16.92,9.87,nan,15.20,19.52,22.98,16.31,6.06,3.18,14.99,18.35,9.83,32.75,14.28,16.06,16.98,2.82,13.13,10.96,16.20,0,0.5288
10.14,45.34,37.23,11.28,30.19,nan,31.25,33.68,5.26,29.66,34.13,3.27,4.24,nan,9.42,11.95,16.66,5.05,10.64,14.31,15.73,29.67,11.76,12.02,5.13,12.40,17.54,nan,39.59,13.20,nan,13.08,2.45,13.16,7.50,19.00,1,0.5237
17.10,62.68,43.47,12.98,41.78,41.57,50.56,38.31,3.63,31.59,47.08,3.56,4.15,1.99,12.48,nan,9.21,7.56,11.78,12.87,18.60,31.97,15.66,7.84,6.12,22.22,15.19,12.87,30.15,12.20,17.63,9.59,2.84,17.60,8.58,21.21,4,0.6016
9.71,52.90,37.14,9.71,33.67,41.32,29.23,25.70,3.62,27.78,52.23,2.69,3.72,2.99,11.67,15.40,18.04,9.61,16.16,7.97,16.93,23.72,14.37,nan,2.89,15.68,12.70,11.25,39.40,12.09,15.36,14.16,nan,16.15,9.60,16.19,2,0.5518
10.56,53.90,28.49,9.56,35.65,38.17,45.36,22.96,3.43,27.41,nan,4.44,3.73,4.20,10.48,18.44,17.79,13.14,9.45,9.14,16.71,21.57,11.74,13.22,nan,13.54,18.70,12.26,nan,15.54,nan,19.07,2.82,14.04,14.95,19.99,0,0.5570
9.82,55.24,0.00,6.50,47.88,39.32,50.77,23.57,3.74,40.55,13.82,4.21,7.42,4.38,12.39,19.72,24.37,13.60,2.56,9.34,nan,27.57,17.62,13.11,4.11,4.12,9.18,22.11,22.67,10.09,19.01,19.32,1.40,18.30,15.80,28.18,2,0.5322
6.07,65.11,23.04,8.36,42.23,36.89,44.37,12.13,2.08,27.11,36.87,4.11,3.81,2.76,19.13,21.25,23.45,16.96,10.30,4.33,8.18,8.38,10.73,12.91,6.07,5.15,6.69,16.47,20.42,14.89,26.48,26.70,3.45,24.19,10.47,22.84,2,0.5504
5.76,45.55,38.27,7.86,45.69,28.62,30.05,29.62,6.40,27.82,50.62,5.15,2.76,nan,13.86,12.28,13.86,10.42,9.35,11.08,12.96,19.93,4.14,13.29,3.33,14.55,23.42,nan,37.97,13.92,15.97,nan,2.72,18.67,14.73,20.95,3,0.5507
14.67,35.68,39.78,10.69,23.72,25.73,25.56,45.13,3.80,25.77,61.57,4.24,3.63,3.90,6.56,11.92,19.28,12.04,12.36,12.79,14.65,22.18,8.33,8.36,2.72,20.84,17.73,8.77,48.47,nan,9.70,17.44,2.26,11.11,6.49,17.06,3,0.5283
15.05,57.69,23.81,14.21,30.38,49.02,44.22,23.06,4.04,26.56,nan,0.90,4.39,3.88,5.51,17.54,21.31,8.95,8.74,10.88,17.73,25.16,15.81,13.69,5.20,10.21,15.68,12.80,22.16,11.28,21.85,nan,1.81,14.83,13.11,19.14,1,0.5217
8.65,49.92,41.15,10.65,29.57,35.51,26.70,37.17,3.66,15.67,64.62,5.34,3.95,2.42,12.52,16.70,13.04,12.35,nan,12.92,21.18,17.11,8.93,10.37,2.10,12.99,nan,7.05,35.88,8.07,9.82,15.38,2.59,12.96,10.68,16.70,5,0.5293
8.44,22.03,54.29,6.87,42.98,16.56,9.53,47.43,4.80,9.41,34.69,1.55,4.31,1.16,13.00,7.16,28.74,7.98,13.52,18.76,5.77,29.35,14.67,12.41,4.87,26.70,9.95,6.51,54.66,17.07,11.53,6.18,4.39,25.59,nan,6.95,4,0.4918
9.81,65.94,29.08,8.28,7.49,43.36,32.56,25.03,2.49,36.62,44.55,3.86,2.92,4.05,8.30,15.94,19.85,10.00,8.12,13.33,20.41,31.28,nan,7.59,1.57,10.66,20.58,15.13,20.27,7.93,21.99,17.36,3.12,17.14,6.11,nan,4,0.5100
